Symbol,Name,Exchange,Sector,Industry,Date,Volume,Close,SMA_14,SMA_50,SMA_200,ADX_14,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,StdDev_5,LinearReg_5,CDL_Engulfing,CDL_3WhiteSoldiers
DAL,Delta Air Lines Inc.,NYSE,Industrial,Airlines,2026-08-14,4459800.0,89.35,90.19,87.11,72.44,24.63,51.91,1.2344,1.302,-0.0676,94.85,88.45,82.06,0.7684,90.28,0,0
DAR,Darling Ingredients Inc.,NYSE,Consumer Staples,Food Products,2026-08-14,2061900.0,67.04,61.27,59.13,51.12,16.9,66.31,1.2903,0.7334,0.5569,66.75,61.82,56.89,1.8034,66.64,0,0
DASH,DoorDash Inc.,NASD,Consumer Discretionary,Special Consumer Services,2026-08-14,2626300.0,217.02,206.43,185.16,188.44,28.36,68.38,9.0263,7.7272,1.2991,227.39,198.59,169.8,2.7028,217.24,0,0
DBX,"Dropbox, Inc.",NASD,Technology,Software,2026-08-14,3250700.0,34.42,33.9,29.75,27.29,25.46,60.79,1.5494,1.5041,0.0452,37.13,32.57,28.01,0.7731,34.83,0,0
DD,"DuPont de Nemours, Inc.",NYSE,Materials,Specialty Chemicals,2026-08-14,1108600.0,146.26,142.4,115.19,63.08,37.25,70.22,7.0438,8.6164,-1.5725,147.54,141.14,134.74,1.5085,145.96,100,0
DDOG,Datadog Inc.,NASD,Technology,Software,2026-08-14,4423200.0,255.46,258.29,248.81,172.27,16.55,50.78,0.2583,2.4278,-2.1695,285.87,256.15,226.42,6.8813,250.26,0,0
DE,Deere & Co.,NYSE,Industrial,Commercial Vehicles,2026-08-14,802300.0,608.85,612.95,602.23,555.45,20.66,50.16,3.7491,4.4354,-0.6862,637.06,611.23,585.41,4.4653,612.36,0,0
DELL,"Dell Technologies, Inc.",NYSE,Technology,Computer Hardware,2026-08-14,3992800.0,490.81,442.21,422.13,229.82,13.54,61.66,19.6833,13.832,5.8513,504.9,436.11,367.32,20.8037,497.61,0,0
DGX,Quest Diagnostics Inc.,NYSE,Health Care,Health Care Providers,2026-08-14,541800.0,234.4,235.73,215.36,196.6,37.54,64.17,6.7787,7.4026,-0.6239,250.41,230.61,210.8,1.2939,235.08,0,0
DINO,HF Sinclair Corporation,NYSE,Energy,Exploration & Production,2026-08-14,2555100.0,93.67,87.98,79.22,62.28,26.57,66.54,2.4718,2.6298,-0.158,95.3,88.64,81.98,3.3843,93.49,0,0
DIOD,Diodes Inc.,NASD,Technology,Semiconductors,2026-08-14,2219200.0,103.48,92.31,98.77,76.59,18.2,56.56,1.795,-0.5879,2.3828,109.81,91.71,73.6,3.2412,102.18,0,0
DIS,Walt Disney Co.,NYSE,Communication Services,Entertainment,2026-08-14,8176800.0,106.85,101.35,99.19,104.24,19.71,67.52,1.9186,1.0382,0.8803,107.61,99.59,91.56,1.3971,106.04,0,0
DKNG,DraftKings Inc,NASD,Consumer Discretionary,Gambling,2026-08-14,8889800.0,26.14,24.15,25.32,27.13,16.53,60.3,0.0575,-0.3132,0.3708,26.16,23.95,21.74,0.604,26.11,0,0
DLR,"Digital Realty Trust, Inc.",NYSE,Real Estate,Specialty REITs,2026-08-14,2369200.0,200.15,193.31,186.07,177.13,23.51,63.07,3.5764,2.7638,0.8127,204.56,190.73,176.89,3.6888,200.28,0,0
DLTR,"Dollar Tree, Inc.",NASD,Consumer Staples,General Retailers,2026-08-14,1653400.0,129.39,128.99,121.72,115.04,29.07,57.65,2.3164,2.6651,-0.3487,133.97,127.19,120.41,0.5666,129.29,0,0
DNTH,Dianthus Therapeutics Inc.,NASD,Health Care,Biotechnology,2026-08-14,903400.0,115.96,109.38,97.22,70.44,24.53,62.03,4.1039,4.0834,0.0205,115.85,107.7,99.54,2.5832,113.54,100,0
DOCN,DigitalOcean Holdings Inc.,NYSE,Technology,Computer Services,2026-08-14,2027400.0,129.92,123.57,140.76,91.81,11.43,50.61,-1.7511,-3.8535,2.1023,141.43,125.16,108.89,4.4055,131.58,0,0
DOCU,"Docusign, Inc.",NASD,Technology,Software,2026-08-14,3961500.0,62.04,58.13,50.17,54.13,22.61,64.9,3.2275,2.7426,0.4848,64.6,55.75,46.91,2.145,62.55,0,0
DRI,"Darden Restaurants, Inc.",NYSE,Consumer Discretionary,Restaurants & Bars,2026-08-14,678000.0,225.26,213.39,206.1,198.15,30.36,67.84,5.6782,3.3965,2.2817,229.03,208.21,187.38,3.7094,226.5,0,0
DT,Dynatrace Inc.,NYSE,Technology,Software,2026-08-14,5858300.0,49.14,47.49,44.11,41.28,20.89,60.16,1.8415,1.4662,0.3753,52.68,45.99,39.3,0.619,49.58,-100,0
DVN,Devon Energy Corp.,NYSE,Energy,Exploration & Production,2026-08-14,8917900.0,45.85,44.22,43.55,42.41,10.11,58.06,0.3712,0.2058,0.1654,46.27,44.27,42.26,0.4981,45.17,0,0
DXCM,DexCom Inc.,NASD,Health Care,Medical Supplies,2026-08-14,3858900.0,89.75,84.42,76.11,68.69,28.87,67.39,4.5296,3.5958,0.9338,95.33,80.96,66.59,1.3047,91.07,-100,0
EAT,"Brinker Intl, Inc.",NYSE,Consumer Discretionary,Restaurants & Bars,2026-08-14,824700.0,237.15,222.85,185.69,154.25,50.17,68.68,15.4068,14.0507,1.3561,249.84,213.12,176.41,8.6283,241.35,0,0
EBAY,"eBay, Inc.",NASD,Consumer Discretionary,Special Consumer Services,2026-08-14,2760500.0,103.14,109.57,110.57,97.26,15.61,38.6,-1.9626,-0.9113,-1.0513,118.21,110.21,102.2,1.9458,102.63,0,0
ELF,"e.l.f. Beauty, Inc.",NYSE,Consumer Staples,Personal Products,2026-08-14,1783000.0,91.44,88.87,74.69,75.6,37.6,62.64,5.493,5.3856,0.1075,99.0,86.02,73.04,1.5479,91.18,0,0
ELV,"Elevance Health, Inc.",NYSE,Health Care,Health Care Providers,2026-08-14,730700.0,400.32,388.38,396.51,353.38,12.7,55.8,1.0441,-1.3507,2.3948,403.68,386.87,370.06,3.505,399.77,0,0
EMBJ,Embraer Aircraft,NYSE,Industrial,Aerospace,2026-08-14,1449300.0,75.38,71.51,64.97,,36.0,68.93,2.7056,2.3726,0.333,76.42,69.85,63.28,1.3034,74.95,0,0
EMR,Emerson Electric Co.,NYSE,Industrial,Diversified Industrials,2026-08-14,2144500.0,163.17,157.26,146.11,141.05,36.93,66.64,5.773,4.7549,1.0181,170.3,152.96,135.62,2.1135,164.6,0,0
ENS,EnerSys Inc.,NYSE,Technology,Electrical Components,2026-08-14,662900.0,203.4,188.74,206.93,181.82,24.54,56.33,-3.1691,-5.5275,2.3584,204.42,190.92,177.41,7.1105,201.08,0,0
ENTG,"Entegris, Inc.",NASD,Technology,Semiconductors,2026-08-14,1434500.0,161.76,139.46,145.71,122.07,17.99,60.91,4.6603,0.2611,4.3992,168.8,137.73,106.67,7.6456,165.95,0,0
EOG,"EOG Resources, Inc.",NYSE,Energy,Exploration & Production,2026-08-14,1927900.0,142.61,141.92,137.93,125.64,13.42,53.22,0.9271,1.1544,-0.2272,149.91,142.38,134.86,0.7046,142.31,0,0
EPD,Enterprise Products Partn,NYSE,Energy,Pipelines,2026-08-14,7378900.0,38.9,38.12,37.62,35.74,12.7,60.46,0.1162,0.1147,0.0015,39.08,38.28,37.48,0.3836,38.54,0,0
EQNR,Equinor ASA,NYSE,Energy,Integrated Oil & Gas,2026-08-14,2054900.0,40.77,40.06,36.48,32.08,20.97,59.9,1.1772,1.2062,-0.029,42.24,39.78,37.32,0.172,40.68,0,0
ESI,Element Solutions Inc.,NYSE,Materials,Specialty Chemicals,2026-08-14,2157600.0,38.81,37.58,40.72,34.46,19.92,50.51,-0.497,-0.8758,0.3789,39.82,37.64,35.45,0.6716,39.13,0,0
ESTC,Elastic NV,NYSE,Technology,Software,2026-08-14,3349500.0,86.68,72.41,63.44,63.95,35.23,85.36,5.8342,3.8973,1.9369,85.63,68.63,51.63,4.7926,86.6,0,0
ETN,Eaton Corp.,NYSE,Industrial,Diversified Industrials,2026-08-14,1401300.0,451.51,431.89,413.28,378.04,18.95,60.92,13.8012,10.0481,3.7531,480.47,423.77,367.08,5.5081,455.24,0,0
ETON,"Eton Pharmaceuticals, Inc.",NASD,Health Care,Pharmaceuticals,2026-08-14,2318100.0,58.86,46.06,38.82,25.0,32.81,75.56,2.34,2.186,0.1539,52.84,45.09,37.33,6.81,51.19,0,0
ETSY,Etsy Inc.,NYSE,Consumer Discretionary,Special Consumer Services,2026-08-14,942266.0,79.89,82.87,78.29,,26.1,47.66,0.5645,1.4613,-0.8968,87.26,82.58,77.89,0.4492,80.06,0,0
EW,Edwards Lifesciences Corp.,NYSE,Health Care,Medical Supplies,2026-08-14,2856800.0,91.6,89.41,88.57,84.45,24.97,58.86,1.272,0.6191,0.6529,94.81,87.76,80.7,0.7281,92.19,0,0
EXEL,"Exelixis, Inc.",NASD,Health Care,Biotechnology,2026-08-14,2342500.0,51.24,53.67,54.14,46.53,27.59,41.44,-0.8908,-0.2911,-0.5997,58.33,54.24,50.16,0.9036,50.47,0,0
EXPD,"Expeditors Intl of Washington, Inc.",NYSE,Industrial,Delivery Services,2026-08-14,733200.0,186.12,177.22,170.71,154.54,28.15,66.15,3.797,2.943,0.854,188.08,176.86,165.65,3.9385,187.59,0,0
EXPE,"Expedia, Inc",NASD,Consumer Discretionary,Travel & Tourism,2026-08-14,1334000.0,332.69,311.17,269.47,252.63,38.59,73.59,17.3381,15.0385,2.2996,345.43,297.17,248.91,6.3937,333.25,0,0
FANG,"Diamondback Energy, Inc.",NASD,Energy,Exploration & Production,2026-08-14,986600.0,202.47,196.44,191.11,176.33,15.65,57.48,2.2166,1.7924,0.4242,208.85,197.71,186.58,1.3101,201.66,0,0
FAST,Fastenal Co.,NASD,Industrial,Industrial Suppliers,2026-08-14,5095400.0,51.02,49.99,47.46,44.67,26.93,62.76,1.4331,1.1648,0.2683,53.78,48.79,43.79,0.5391,51.16,0,0
FCX,"Freeport-McMoRan, Inc.",NYSE,Materials,Nonferrous Metals,2026-08-14,8200200.0,66.49,66.27,64.11,58.43,15.8,53.2,1.5811,1.3233,0.2578,71.9,65.15,58.39,1.5137,66.37,0,0
FDS,"Factset Research Sys, Inc.",NYSE,Financial,Investment Services,2026-08-14,1324500.0,283.49,277.87,252.87,247.33,20.64,59.85,9.461,9.0153,0.4456,298.32,270.12,241.92,2.9652,283.74,0,0
FDX,FedEx Corp.,NYSE,Industrial,Delivery Services,2026-08-14,1314900.0,334.64,318.09,319.73,330.31,26.5,61.88,2.6702,-0.8735,3.5437,334.46,316.85,299.24,6.3262,336.86,0,0
FHN,First Horizon National Corp.,NYSE,Financial,Banks,2026-08-14,3446000.0,26.22,25.76,25.41,24.03,11.91,59.18,0.1331,0.1157,0.0174,26.25,25.69,25.14,0.3697,26.27,0,0
FITB,Fifth Third Bancorp,NYSE,Financial,Banks,2026-08-14,3149561.0,58.03,57.32,,,17.39,60.56,0.3147,0.3093,0.0053,58.27,57.34,56.4,0.3428,58.17,0,0
FIVE,"Five Below, Inc.",NASD,Consumer Discretionary,Specialty Retailers,2026-08-14,615300.0,244.54,227.6,201.72,201.37,45.01,74.44,11.6868,9.4464,2.2404,250.18,220.54,190.9,3.8605,243.96,0,0
FLEX,Flex Ltd.,NASD,Technology,Electrical Components,2026-08-14,2391600.0,126.16,119.22,134.64,91.15,17.97,51.45,-2.1095,-3.8349,1.7255,132.69,120.3,107.91,2.2103,126.39,0,0
FLR,Fluor Corp.,NYSE,Industrial,Heavy Construction,2026-08-14,1638600.0,52.37,51.16,51.04,47.29,15.15,52.64,0.5525,0.3773,0.1752,55.35,51.29,47.24,0.3049,52.32,0,0
FLS,Flowserve Corp.,NYSE,Industrial,Industrial Machinery,2026-08-14,1344800.0,80.87,77.95,74.7,75.15,33.1,64.88,2.3784,1.7106,0.6679,85.01,75.55,66.08,0.5962,81.27,0,0
FLY,Firefly Aerospace Inc.,NASD,Industrial,Aerospace,2026-08-14,3305700.0,26.67,23.48,26.14,27.45,24.75,58.37,0.3503,-0.6785,1.0288,28.39,22.5,16.61,0.3574,26.87,0,0
FN,Fabrinet,NYSE,Technology,Electrical Components,2026-08-14,592400.0,570.22,508.29,532.02,536.55,17.93,59.09,11.4263,-2.0038,13.43,600.52,505.79,411.06,21.168,577.69,0,0
FORM,FormFactor Inc.,NASD,Technology,Semiconductors,2026-08-14,820200.0,131.6,113.2,122.24,97.76,13.26,59.54,2.4212,-1.3275,3.7488,136.13,111.65,87.16,7.3902,134.84,0,0
FOXA,Fox Corporation,NASD,Communication Services,Entertainment,2026-08-14,7501400.0,69.04,61.36,57.84,63.19,26.55,75.42,2.3829,1.4447,0.9382,67.0,59.88,52.76,2.4609,67.53,0,0
FROG,JFrog Ltd.,NASD,Technology,Software,2026-08-14,2427800.0,96.17,84.66,85.43,62.74,25.18,63.53,1.9141,0.5162,1.3979,95.66,84.22,72.79,4.4359,95.34,0,0
FSLY,"Fastly, Inc.",NASD,Technology,Software,2026-08-14,3662800.0,29.93,25.03,20.6,,32.62,73.34,2.497,1.7575,0.7396,30.65,23.59,16.52,0.8669,30.13,0,0
FTI,TechnipFMC Plc,NYSE,Energy,Oil Equipment & Services,2026-08-14,3748900.0,78.61,72.32,70.38,61.76,17.47,66.74,1.3499,0.7286,0.6213,78.97,73.1,67.23,1.5332,78.06,0,0
FTNT,Fortinet Inc.,NASD,Technology,Software,2026-08-14,2861500.0,160.01,160.51,154.92,104.47,33.43,51.89,2.5088,2.7652,-0.2565,169.05,158.85,148.64,2.0442,161.51,-100,0
FTV,Fortive Corp.,NYSE,Industrial,Diversified Industrials,2026-08-14,1717900.0,61.62,60.97,61.24,57.45,10.22,52.33,0.1246,0.012,0.1127,63.64,61.07,58.5,0.0949,61.65,0,0
FWONK,Formula One Group,NASD,Communication Services,Entertainment,2026-08-14,2015500.0,103.9,100.73,95.98,92.04,25.47,64.5,1.9029,1.5759,0.327,105.15,99.81,94.47,0.5954,103.99,0,0
GE,GE Aerospace,NYSE,Industrial,Diversified Industrials,2026-08-14,2966200.0,368.38,366.47,356.43,318.44,15.66,55.28,4.1913,4.6918,-0.5005,384.14,360.9,337.67,2.782,365.04,0,0
GEHC,GE HealthCare Technologies Inc.,NASD,Health Care,Medical Equipment,2026-08-14,1623300.0,73.69,70.84,65.74,72.9,27.99,67.02,2.4685,1.9279,0.5406,77.49,68.08,58.68,0.5734,73.6,0,0
GEN,Gen Digital Inc.,NASD,Technology,Software,2026-08-14,3163900.0,28.48,28.33,26.21,24.36,16.82,57.59,0.8597,0.8118,0.0478,30.15,27.63,25.11,0.4023,28.79,-100,0
GEV,GE Vernova LLC,NYSE,Industrial,Industrial Machinery,2026-08-14,1490900.0,1063.25,1000.33,1027.53,857.53,13.06,56.6,-0.5029,-9.1067,8.6038,1092.8,1009.52,926.24,26.143,1067.32,0,0
GH,Guardant Health Inc.,NASD,Health Care,Biotechnology,2026-08-14,2564700.0,157.21,158.86,149.58,112.03,29.2,51.26,3.8206,4.1478,-0.3272,171.44,155.91,140.38,3.7921,157.72,0,0
GKOS,Glaukos Corp.,NYSE,Health Care,Medical Equipment,2026-08-14,743400.0,184.53,173.97,150.63,122.16,36.1,74.15,10.2853,8.9083,1.377,193.34,167.73,142.12,2.9769,187.54,-100,0
GLNG,Golar LNG Ltd,NASD,Energy,Oil Equipment & Services,2026-08-14,1600900.0,52.49,50.0,50.18,46.4,18.75,65.76,0.3513,-0.0053,0.3566,52.17,49.83,47.48,0.639,52.05,0,0
GLW,"Corning, Inc.",NYSE,Technology,Telecom Equipment,2026-08-14,8319500.0,165.99,151.33,176.47,138.91,14.78,51.89,-3.322,-6.961,3.639,176.41,151.7,127.0,4.0726,164.96,0,0
GM,General Motors Co.,NYSE,Consumer Discretionary,Automobiles,2026-08-14,3493800.0,86.77,88.13,81.85,78.64,25.7,55.89,1.9509,2.2515,-0.3006,93.61,86.08,78.55,1.0892,86.38,0,0
GMAB,Genmab A/S,NASD,Health Care,Biotechnology,2026-08-14,3427100.0,31.94,29.96,27.9,29.02,18.96,73.37,0.9439,0.7395,0.2044,31.95,29.57,27.19,0.4029,31.81,100,0
GOOG,Alphabet Inc. - Class C,NASD,Communication Services,Internet,2026-08-14,10946800.0,343.54,350.39,352.31,330.5,12.11,46.27,-1.2124,-0.838,-0.3744,375.49,345.45,315.4,5.075,341.03,0,0
GOOGL,Alphabet Inc.,NASD,Communication Services,Internet,2026-08-14,17808500.0,345.9,351.64,353.9,331.38,12.36,47.04,-1.1332,-0.9689,-0.1643,377.36,346.41,315.46,5.1668,343.31,0,0
GPC,Genuine Parts Co.,NYSE,Consumer Discretionary,Auto Parts,2026-08-14,688200.0,135.03,131.69,119.75,119.17,27.33,64.43,4.3312,4.2379,0.0933,139.89,128.88,117.87,0.4756,135.05,0,0
GPN,"Global Payments, Inc.",NYSE,Financial,Financial Administration,2026-08-14,2498100.0,93.05,87.91,76.84,74.57,37.33,67.49,3.8688,3.5446,0.3242,94.1,85.75,77.41,3.6427,94.24,0,0
GS,"Goldman Sachs Group, Inc.",NYSE,Financial,Investment Services,2026-08-14,1593000.0,1039.42,1032.71,1054.43,930.27,11.24,48.77,-4.115,-3.7752,-0.3398,1093.33,1043.92,994.52,3.0724,1041.19,0,0
GTLB,Gitlab Inc.,NASD,Technology,Software,2026-08-14,4879700.0,42.62,37.69,32.53,31.75,30.05,71.37,2.883,2.1531,0.7298,43.91,36.02,28.13,1.0217,42.93,0,0
GWRE,"Guidewire Software, Inc.",NYSE,Technology,Software,2026-08-14,876500.0,175.59,165.8,139.62,159.76,27.14,64.08,10.4916,8.8875,1.6041,186.93,158.29,129.65,3.5256,178.43,0,0
HALO,Halozyme Therapeutics Inc.,NASD,Health Care,Biotechnology,2026-08-14,1659200.0,98.66,91.21,79.56,71.25,45.74,73.39,6.4257,5.0038,1.4219,106.36,87.73,69.1,1.4891,99.3,0,0
HAS,"Hasbro, Inc.",NASD,Consumer Discretionary,Toys,2026-08-14,1268700.0,96.7,94.23,86.17,88.33,32.08,65.79,2.9914,2.6868,0.3045,99.84,92.27,84.69,1.0552,96.78,0,0
HBM,Hudbay Minerals Inc.,NYSE,Materials,Nonferrous Metals,2026-08-14,3464800.0,26.69,25.27,24.39,22.59,22.79,60.26,1.1012,0.6918,0.4095,29.05,24.43,19.81,0.618,26.59,0,0
HIMS,"Hims & Hers Health, Inc.",NYSE,Health Care,Health Care Providers,2026-08-14,9025100.0,28.15,29.58,31.74,29.26,13.77,42.73,-0.6936,-0.5596,-0.134,34.28,30.12,25.95,1.2816,28.03,0,0
HLT,Hilton Worldwide Holdings Inc.,NYSE,Consumer Discretionary,Hotels,2026-08-14,1879300.0,327.21,319.53,331.04,308.52,18.93,53.44,-2.3737,-3.384,1.0104,330.77,321.05,311.33,5.757,326.96,0,0
HNGE,Hinge Health Inc.,NYSE,Technology,Software,2026-08-14,1055200.0,88.49,82.09,78.48,53.51,36.86,62.1,2.6892,1.9554,0.7339,93.13,81.33,69.52,1.7591,87.03,0,0
HOOD,Robinhood Markets Inc.,NASD,Financial,Investment Services,2026-08-14,14044500.0,95.56,92.51,99.09,97.26,17.12,48.76,-1.3939,-1.9315,0.5375,105.11,94.87,84.63,1.8567,97.16,0,0
HPE,Hewlett Packard Enterprise Co.,NYSE,Technology,Computer Services,2026-08-14,11762600.0,58.71,52.35,48.51,31.01,21.11,69.87,3.1992,2.2385,0.9607,60.08,50.8,41.51,2.278,59.98,0,0
HPQ,HP Inc.,NYSE,Technology,Computer Hardware,2026-08-14,10733700.0,30.11,28.79,25.42,22.54,33.99,63.2,1.5151,1.3193,0.1959,31.7,27.7,23.7,0.7928,30.49,0,0
HRB,"H & R Block, Inc.",NYSE,Consumer Discretionary,Special Consumer Services,2026-08-14,3251300.0,53.92,47.41,41.0,38.46,37.11,77.52,3.1684,2.3338,0.8346,53.86,45.43,37.0,3.6982,55.34,0,0
HSIC,"Henry Schein, Inc.",NASD,Health Care,Medical Supplies,2026-08-14,1162400.0,89.77,87.99,84.55,77.55,32.18,63.0,1.5728,1.428,0.1448,91.16,87.17,83.18,0.9037,90.44,0,0
HTFL,Heartflow Inc.,NASD,Health Care,Biotechnology,2026-08-14,9913500.0,42.08,28.61,28.98,28.85,26.23,83.73,1.5805,0.1669,1.4137,35.24,27.44,19.64,4.9053,37.66,0,0
HUM,"Humana, Inc.",NYSE,Health Care,Health Care Providers,2026-08-14,761000.0,389.05,375.62,380.84,270.1,24.49,54.74,1.133,0.5131,0.6199,406.87,381.19,355.51,5.9545,388.04,0,0
HUT,Hut 8 Mining Corp.,NASD,Technology,Computer Services,2026-08-14,5568200.0,85.44,94.57,106.16,72.26,15.93,41.17,-5.4805,-4.0138,-1.4667,119.73,98.81,77.88,2.7513,85.45,0,0
HWM,Howmet Aerospace Inc.,NYSE,Industrial,Diversified Industrials,2026-08-14,1923300.0,289.18,283.9,275.05,240.83,15.5,58.8,2.9246,3.3643,-0.4397,294.14,283.53,272.92,2.8514,286.22,0,0
IBKR,"Interactive Brokers Group, Inc.",NASD,Financial,Investment Services,2026-08-14,2199300.0,92.06,89.3,91.23,77.1,9.49,53.7,-0.1744,-0.4786,0.3042,94.79,90.28,85.76,0.809,92.0,100,0
ICE,"IntercontinentalExchange Group, Inc.",NYSE,Financial,Investment Services,2026-08-14,1634000.0,154.73,152.12,140.96,154.46,38.29,66.53,3.4457,3.3332,0.1125,158.94,149.51,140.08,1.9588,155.09,0,0
ILMN,"Illumina, Inc.",NASD,Health Care,Biotechnology,2026-08-14,993000.0,190.89,195.84,183.38,144.55,20.73,50.07,2.3817,4.0572,-1.6756,205.08,194.51,183.94,0.7734,191.81,0,0
INCY,Incyte Corp.,NASD,Health Care,Biotechnology,2026-08-14,785800.0,120.16,121.53,113.85,102.85,21.28,54.24,1.8358,2.3962,-0.5604,126.94,120.17,113.41,0.474,120.15,0,0
INOD,Innodata Inc.,NASD,Technology,Computer Services,2026-08-14,1871300.0,63.85,62.78,74.97,61.35,24.1,47.15,-2.2118,-3.0884,0.8766,69.26,62.07,54.88,0.7913,63.02,0,0
INTC,Intel Corp.,NASD,Technology,Semiconductors,2026-08-14,95387500.0,102.5,96.23,109.4,70.15,15.55,51.24,-1.5828,-3.3959,1.8131,109.39,96.83,84.27,2.7522,104.04,0,0
INVH,Invitation Homes Inc.,NYSE,Real Estate,Real Estate Development,2026-08-14,3348600.0,30.29,30.13,29.83,27.78,17.9,54.99,0.1066,0.1188,-0.0122,30.67,30.0,29.33,0.2359,30.27,0,0
IONQ,IonQ Inc.,NYSE,Technology,Computer Hardware,2026-08-14,18133500.0,46.26,40.37,46.1,45.25,26.21,59.28,0.3608,-1.2387,1.5994,47.7,38.62,29.54,1.3275,46.28,100,0
IOT,Samsara Inc.,NYSE,Technology,Software,2026-08-14,4758300.0,39.79,38.81,35.51,33.6,19.58,56.85,1.4184,1.2348,0.1836,42.76,37.56,32.36,0.6083,40.22,0,0
IQV,"Iqvia Holdings, Inc.",NYSE,Health Care,Health Care Providers,2026-08-14,905600.0,236.66,238.41,206.48,198.7,35.59,60.45,10.2436,10.7335,-0.4898,260.32,228.52,196.72,2.3896,238.55,0,0
IREN,IREN Ltd.,NASD,Technology,Computer Services,2026-08-14,42034000.0,44.06,39.14,44.89,47.09,20.47,54.86,-0.1116,-1.386,1.2743,46.17,39.23,32.3,2.4576,45.33,0,0
IRM,"Iron Mountain, Inc.",NYSE,Real Estate,Specialty REITs,2026-08-14,874800.0,129.43,124.11,124.74,108.03,11.47,59.75,0.4104,-0.0502,0.4606,129.27,124.59,119.9,2.8713,128.87,0,0
IT,"Gartner Group, Inc.",NYSE,Technology,Computer Services,2026-08-14,1629500.0,181.09,174.56,149.3,180.88,29.74,61.71,11.7502,10.178,1.5722,205.7,163.67,121.65,4.9127,179.23,0,0
ITT,ITT Inc.,NYSE,Industrial,Industrial Machinery,2026-08-14,520700.0,219.4,206.78,196.55,193.16,28.63,71.56,6.3483,4.4108,1.9375,222.94,202.98,183.01,2.423,219.24,0,0
ITW,"Illinois Tool Works, Inc.",NYSE,Industrial,Industrial Machinery,2026-08-14,1403900.0,290.81,292.32,274.23,264.27,36.19,57.85,5.6347,6.3857,-0.751,304.05,287.74,271.43,1.3866,290.48,0,0
IVZ,Invesco Ltd.,NYSE,Financial,Asset Managers,2026-08-14,4434200.0,32.55,31.02,29.06,26.58,25.89,66.43,0.9429,0.8391,0.1038,33.09,30.72,28.34,0.4648,32.43,0,0
J,Jacobs Solutions Inc.,NYSE,Industrial,Heavy Construction,2026-08-14,958600.0,144.66,142.02,130.87,133.21,38.84,63.77,4.6006,4.399,0.2015,151.23,138.98,126.74,1.4634,143.97,0,0
JAZZ,"Jazz Pharmaceuticals, Inc.",NASD,Health Care,Pharmaceuticals,2026-08-14,542000.0,244.96,254.03,243.01,197.19,21.53,44.46,1.5964,3.6596,-2.0632,263.47,253.43,243.39,4.0921,243.8,0,0
JBHT,"J.B. Hunt Transport Services, Inc.",NASD,Industrial,Trucking,2026-08-14,719400.0,279.71,272.43,279.9,229.94,19.11,52.94,-1.5207,-2.023,0.5023,295.59,277.44,259.29,6.9528,282.72,0,0
JBL,"Jabil, Inc.",NYSE,Technology,Electrical Components,2026-08-14,1049800.0,363.1,334.97,344.17,285.25,19.4,61.16,7.5859,0.8072,6.7787,374.18,328.94,283.71,11.8939,371.99,0,0
JCI,Johnson Controls Intl plc,NYSE,Industrial,Building Materials,2026-08-14,2245200.0,153.64,149.57,144.95,132.8,15.33,60.91,2.9108,2.3668,0.5439,158.34,147.38,136.43,1.4624,153.18,0,0
JHX,James Hardie Industries NV,NYSE,Industrial,Building Materials,2026-08-14,5251300.0,31.04,28.77,26.07,22.36,29.75,73.74,1.5291,1.2029,0.3261,32.14,27.82,23.51,0.2309,31.07,0,0
JNJ,Johnson & Johnson,NYSE,Health Care,Pharmaceuticals,2026-08-14,4998200.0,260.35,259.46,251.31,229.78,17.29,55.2,2.4281,2.7333,-0.3052,268.19,258.81,249.43,0.8605,260.85,0,0
JPM,J.P. Morgan Chase & Co.,NYSE,Financial,Banks,2026-08-14,5058500.0,362.84,357.21,339.37,314.85,16.52,65.16,7.0291,6.9996,0.0295,368.11,354.62,341.13,1.7444,364.04,0,0
KDP,Keurig Dr Pepper Inc.,NASD,Consumer Staples,Soft Drinks,2026-08-14,13701700.0,31.44,30.64,31.1,28.76,19.39,56.59,-0.1414,-0.194,0.0527,31.92,30.46,29.01,0.9604,31.36,0,0
KEYS,Keysight Technologies Inc.,NYSE,Technology,Electronic Equipment,2026-08-14,927100.0,357.82,332.57,332.99,277.68,13.53,63.78,6.7204,2.2239,4.4965,361.93,329.16,296.39,8.2985,360.05,0,0
KGS,Kodiak Gas Services Inc.,NYSE,Energy,Oil Equipment & Services,2026-08-14,1379600.0,65.35,59.51,65.67,54.02,27.93,56.8,-1.0135,-1.9676,0.9541,67.65,60.68,53.7,1.5024,64.28,0,0
KHC,Kraft Heinz Co.,NASD,Consumer Staples,Food Products,2026-08-14,8510400.0,25.51,25.8,24.79,23.96,15.98,51.11,0.0251,0.2064,-0.1813,27.37,25.8,24.24,0.391,25.38,0,0
KKR,KKR & Co Inc,NYSE,Financial,Specialty Finance,2026-08-14,5838800.0,114.01,106.14,98.73,106.51,21.56,68.48,3.9373,2.8389,1.0984,115.03,103.63,92.22,3.9742,115.94,0,0
KLAC,KLA Corp.,NASD,Technology,Semiconductors,2026-08-14,7357800.0,203.72,192.93,453.2,1226.52,42.63,33.35,-63.6333,-91.814,28.1808,224.44,198.68,172.92,6.0091,209.09,0,0
